国,感染者,死亡者,日付
アゼルバイジャン,29312,400,2020-07-25
ベラルーシ,66846,524,2020-07-25
ニュージーランド,1556,22,2020-07-25
メキシコ,378285,42645,2020-07-25
カタール,108638,164,2020-07-25
ルクセンブルク,6056,112,2020-07-25
モナコ,116,4,2020-07-25
エクアドル,79049,5468,2020-07-25
アイルランド,25845,1763,2020-07-25
チェコ,15081,369,2020-07-25
アルメニア,36613,692,2020-07-25
ドミニカ共和国,59077,1036,2020-07-25
インドネシア,95418,4665,2020-07-25
アンドラ,897,52,2020-07-25
ポルトガル,49692,1712,2020-07-25
ラトビア,1205,31,2020-07-25
セネガル,9422,182,2020-07-25
サウジアラビア,262772,2672,2020-07-25
ヨルダン,1146,11,2020-07-25
アルゼンチン,153520,2807,2020-07-25
チリ,341304,8914,2020-07-25
ウクライナ,64173,1591,2020-07-25
モロッコ,18834,299,2020-07-25
チュニジア,1425,50,2020-07-25
ハンガリー,4398,596,2020-07-25
リヒテンシュタイン,86,1,2020-07-25
ポーランド,42038,1655,2020-07-25
スロベニア,2052,115,2020-07-25
パレスチナ,10093,70,2020-07-25
ボスニア・ヘルツェゴビナ,9767,280,2020-07-25
南アフリカ,421996,6343,2020-07-25
ブータン,92,0,2020-07-25
カメルーン,16708,385,2020-07-25
トーゴ,839,17,2020-07-25
セルビア,22852,518,2020-07-25
スロバキア,2118,28,2020-07-25
バチカン,12,0,2020-07-25
コロンビア,233541,7975,2020-07-25
ペルー,375961,17843,2020-07-25
コスタリカ,13669,87,2020-07-25
マルタ,686,9,2020-07-25
パラグアイ,4224,38,2020-07-25
バングラデシュ,218658,2836,2020-07-25
モルドバ,22483,726,2020-07-25
ブルガリア,10123,337,2020-07-25
モルディブ,3175,15,2020-07-25
ブルネイ,141,3,2020-07-25
キプロス,1047,19,2020-07-25
アルバニア,4570,128,2020-07-25
ブルキナファソ,1075,53,2020-07-25
モンゴル,288,0,2020-07-25
パナマ,57993,1250,2020-07-25
ボリビア,66456,2473,2020-07-25
ホンジュラス,37559,1061,2020-07-25
コンゴ民主共和国,8767,201,2020-07-25
ジャマイカ,831,10,2020-07-25
トルコ,224252,5580,2020-07-25
コートジボワール,15253,94,2020-07-25
ガイアナ,352,20,2020-07-25
キューバ,2469,87,2020-07-25
トリニダード・トバゴ,142,8,2020-07-25
スーダン,11302,715,2020-07-25
ギニア,6867,42,2020-07-25
エチオピア,12693,200,2020-07-25
ケニア,16268,274,2020-07-25
グアテマラ,43283,1669,2020-07-25
ベネズエラ,14263,134,2020-07-25
ガボン,6984,49,2020-07-25
ガーナ,31057,161,2020-07-25
アンティグア・バーブーダ,82,3,2020-07-25
カザフスタン,80226,585,2020-07-25
ウルグアイ,1166,34,2020-07-25
ナミビア,1618,7,2020-07-25
セーシェル,108,0,2020-07-25
セントルシア,24,0,2020-07-25
ルワンダ,1729,5,2020-07-25
エスワティニ,2073,28,2020-07-25
スリナム,1305,23,2020-07-25
モーリタニア,6116,156,2020-07-25
コソボ,6680,164,2020-07-25
コンゴ共和国,3038,51,2020-07-25
セントビンセント及びクレナディーン諸島,52,0,2020-07-25
中央アフリカ,4593,59,2020-07-25
ウズベキスタン,19360,106,2020-07-25
赤道ギニア,3071,51,2020-07-25
リベリア,1135,71,2020-07-25
タンザニア,509,21,2020-07-25
ソマリア,3171,93,2020-07-25
ベナン,1694,34,2020-07-25
バハマ,316,11,2020-07-25
モンテネグロ,2665,43,2020-07-25
バルバドス,108,7,2020-07-25
キルギス,31247,1211,2020-07-25
ザンビア,3856,136,2020-07-25
ジブチ,5039,58,2020-07-25
ガンビア,216,6,2020-07-25
モーリシャス,344,10,2020-07-25
フィジー,27,0,2020-07-25
エルサルバドル,13792,379,2020-07-25
チャド,915,75,2020-07-25
ニカラグア,3439,108,2020-07-25
マダガスカル,8741,76,2020-07-25
ハイチ,7260,156,2020-07-25
アンゴラ,880,35,2020-07-25
ニジェール,1124,69,2020-07-25
パプアニューギニア,32,0,2020-07-25
ジンバブエ,2296,32,2020-07-25
カーボベルデ,2220,22,2020-07-25
エリトリア,261,0,2020-07-25
東ティモール,24,0,2020-07-25
ウガンダ,1089,1,2020-07-25
シリア,608,35,2020-07-25
モザンビーク,1590,11,2020-07-25
グレナダ,23,0,2020-07-25
ベリーズ,48,2,2020-07-25
ミャンマー,346,6,2020-07-25
ドミニカ国,18,0,2020-07-25
ラオス,20,0,2020-07-25
ギニアビサウ,1954,26,2020-07-25
マリ,2503,123,2020-07-25
セントクリストファー・ネービス,17,0,2020-07-25
リビア,2424,57,2020-07-25
シエラレオネ,1765,66,2020-07-25
ブルンジ,345,1,2020-07-25
ボツワナ,686,1,2020-07-25
マラウイ,3453,87,2020-07-25
西サハラ,10,1,2020-07-25
南スーダン共和国,2258,45,2020-07-25
サントメ・プリンシペ,860,14,2020-07-25
イエメン共和国,1674,469,2020-07-25
タジキスタン共和国,7104,58,2020-07-25
コモロ連合,340,7,2020-07-25
レソト王国,359,6,2020-07-25
ダイヤモンド・プリンセス,712,13,2020-07-25
その他,9,2,2020-07-25
中国,83830,4634,2020-07-26
香港,2505,18,2020-07-26
マカオ,46,0,2020-07-26
日本,29382,996,2020-07-26
韓国,14150,298,2020-07-26
台湾,458,7,2020-07-26
シンガポール,49888,27,2020-07-26
ネパール,18483,45,2020-07-26
タイ,3282,58,2020-07-26
ベトナム,417,0,2020-07-26
マレーシア,8884,123,2020-07-26
豪州,14403,155,2020-07-26
米国,4178021,146460,2020-07-26
カナダ,115470,8929,2020-07-26
フランス,180612,30192,2020-07-26
ドイツ,206278,9124,2020-07-26
カンボジア,225,0,2020-07-26
スリランカ,2770,11,2020-07-26
アラブ首長国連邦,58562,343,2020-07-26
フィンランド,7388,329,2020-07-26
フィリピン,78412,1897,2020-07-26
インド,1385635,32060,2020-07-26
イタリア,245864,35102,2020-07-26
英国,300270,45823,2020-07-26
ロシア,805332,13172,2020-07-26
スウェーデン,78997,5697,2020-07-26
スペイン,272421,28432,2020-07-26
ベルギー,65727,9821,2020-07-26
エジプト,91583,4558,2020-07-26
イラン,288839,15484,2020-07-26
イスラエル,60678,457,2020-07-26
レバノン,3582,47,2020-07-26
クウェート,63309,429,2020-07-26
バーレーン,38747,137,2020-07-26
オマーン,74858,371,2020-07-26
アフガニスタン,36036,1248,2020-07-26
イラク,107573,4284,2020-07-26
アルジェリア,26764,1146,2020-07-26
オーストリア,20338,712,2020-07-26
スイス,34067,1699,2020-07-26
クロアチア,4792,133,2020-07-26
ブラジル,2394513,86449,2020-07-26
ジョージア,1117,16,2020-07-26
パキスタン,273113,5822,2020-07-26
北マケドニア,9934,460,2020-07-26
ギリシア,4166,201,2020-07-26
ノルウェー,9111,255,2020-07-26
ルーマニア,43678,2165,2020-07-26
デンマーク,13643,613,2020-07-26
エストニア,2033,69,2020-07-26
オランダ,52984,6159,2020-07-26
サンマリノ,699,42,2020-07-26
リトアニア,2001,80,2020-07-26
ナイジェリア,39977,856,2020-07-26
アイスランド,1843,10,2020-07-26
アゼルバイジャン,29633,408,2020-07-26
ベラルーシ,67002,530,2020-07-26
ニュージーランド,1556,22,2020-07-26
メキシコ,385036,42645,2020-07-26
カタール,109036,164,2020-07-26
ルクセンブルク,6189,112,2020-07-26
モナコ,116,4,2020-07-26
エクアドル,80036,5507,2020-07-26
アイルランド,25869,1764,2020-07-26
チェコ,15212,369,2020-07-26
アルメニア,36996,700,2020-07-26
ドミニカ共和国,60896,1055,2020-07-26
インドネシア,97286,4714,2020-07-26
アンドラ,897,52,2020-07-26
ポルトガル,49955,1716,2020-07-26
ラトビア,1206,31,2020-07-26
セネガル,9552,187,2020-07-26
サウジアラビア,264973,2703,2020-07-26
ヨルダン,1154,11,2020-07-26
アルゼンチン,158334,2893,2020-07-26
チリ,343592,9020,2020-07-26
ウクライナ,65317,1610,2020-07-26
モロッコ,19645,305,2020-07-26
チュニジア,1443,50,2020-07-26
ハンガリー,4424,596,2020-07-26
リヒテンシュタイン,86,1,2020-07-26
ポーランド,42622,1664,2020-07-26
スロベニア,2066,116,2020-07-26
パレスチナ,10306,75,2020-07-26
ボスニア・ヘルツェゴビナ,9767,280,2020-07-26
南アフリカ,434200,6655,2020-07-26
ブータン,92,0,2020-07-26
カメルーン,16708,385,2020-07-26
トーゴ,853,17,2020-07-26
セルビア,22852,518,2020-07-26
スロバキア,2141,28,2020-07-26
バチカン,12,0,2020-07-26
コロンビア,240795,8269,2020-07-26
ペルー,375961,17843,2020-07-26
コスタリカ,14600,98,2020-07-26
マルタ,686,9,2020-07-26
パラグアイ,4328,40,2020-07-26
バングラデシュ,221178,2874,2020-07-26
モルドバ,22828,732,2020-07-26
ブルガリア,10312,338,2020-07-26
モルディブ,3252,15,2020-07-26
ブルネイ,141,3,2020-07-26
キプロス,1053,19,2020-07-26
アルバニア,4637,134,2020-07-26
ブルキナファソ,1086,53,2020-07-26
モンゴル,288,0,2020-07-26
パナマ,58864,1275,2020-07-26
ボリビア,68281,2535,2020-07-26
ホンジュラス,38438,1098,2020-07-26
コンゴ民主共和国,8801,204,2020-07-26
ジャマイカ,837,10,2020-07-26
トルコ,225173,5596,2020-07-26
コートジボワール,15494,94,2020-07-26
ガイアナ,360,20,2020-07-26
キューバ,2478,87,2020-07-26
トリニダード・トバゴ,147,8,2020-07-26
スーダン,11385,717,2020-07-26
ギニア,6927,42,2020-07-26
エチオピア,13248,209,2020-07-26
ケニア,16643,278,2020-07-26
グアテマラ,44492,1699,2020-07-26
ベネズエラ,14929,138,2020-07-26
ガボン,6984,49,2020-07-26
ガーナ,31851,161,2020-07-26
アンティグア・バーブーダ,82,3,2020-07-26
カザフスタン,81720,585,2020-07-26
ウルグアイ,1174,34,2020-07-26
ナミビア,1687,7,2020-07-26
セーシェル,114,0,2020-07-26
セントルシア,24,0,2020-07-26
ルワンダ,1752,5,2020-07-26
エスワティニ,2142,28,2020-07-26
スリナム,1381,23,2020-07-26
モーリタニア,6151,156,2020-07-26
コソボ,6917,169,2020-07-26
コンゴ共和国,3038,51,2020-07-26
セントビンセント及びクレナディーン諸島,52,0,2020-07-26
中央アフリカ,4598,59,2020-07-26
ウズベキスタン,19952,111,2020-07-26
赤道ギニア,3071,51,2020-07-26
リベリア,1155,71,2020-07-26
タンザニア,509,21,2020-07-26
ソマリア,3178,93,2020-07-26
ベナン,1694,34,2020-07-26
バハマ,326,11,2020-07-26
モンテネグロ,2747,43,2020-07-26
バルバドス,108,7,2020-07-26
キルギス,32124,1249,2020-07-26
ザンビア,4328,139,2020-07-26
ジブチ,5039,58,2020-07-26
ガンビア,277,6,2020-07-26
モーリシャス,344,10,2020-07-26
フィジー,27,0,2020-07-26
エルサルバドル,14221,390,2020-07-26
チャド,915,75,2020-07-26
ニカラグア,3439,108,2020-07-26
マダガスカル,8866,78,2020-07-26
ハイチ,7297,157,2020-07-26
アンゴラ,916,39,2020-07-26
ニジェール,1124,69,2020-07-26
パプアニューギニア,39,0,2020-07-26
ジンバブエ,2434,34,2020-07-26
カーボベルデ,2258,22,2020-07-26
エリトリア,263,0,2020-07-26
東ティモール,24,0,2020-07-26
ウガンダ,1103,1,2020-07-26
シリア,627,36,2020-07-26
モザンビーク,1616,11,2020-07-26
グレナダ,23,0,2020-07-26
ベリーズ,48,2,2020-07-26
ミャンマー,348,6,2020-07-26
ドミニカ国,18,0,2020-07-26
ラオス,20,0,2020-07-26
ギニアビサウ,1954,26,2020-07-26
マリ,2503,123,2020-07-26
セントクリストファー・ネービス,17,0,2020-07-26
リビア,2547,58,2020-07-26
シエラレオネ,1768,66,2020-07-26
ブルンジ,361,1,2020-07-26
ボツワナ,686,1,2020-07-26
マラウイ,3453,87,2020-07-26
西サハラ,10,1,2020-07-26
南スーダン共和国,2258,45,2020-07-26
サントメ・プリンシペ,862,14,2020-07-26
イエメン共和国,1674,474,2020-07-26
タジキスタン共和国,7150,59,2020-07-26
コモロ連合,340,7,2020-07-26
レソト王国,419,9,2020-07-26
ダイヤモンド・プリンセス,712,13,2020-07-26
その他,9,2,2020-07-26
中国,83891,4634,2020-07-27
香港,2633,18,2020-07-27
マカオ,46,0,2020-07-27
日本,29989,996,2020-07-27
韓国,14175,299,2020-07-27
台湾,458,7,2020-07-27
シンガポール,50369,27,2020-07-27
ネパール,18613,45,2020-07-27
タイ,3291,58,2020-07-27
ベトナム,420,0,2020-07-27
マレーシア,8897,124,2020-07-27
豪州,14935,161,2020-07-27
米国,4233923,146935,2020-07-27
カナダ,115789,8934,2020-07-27
フランス,180612,30192,2020-07-27
ドイツ,206667,9124,2020-07-27
カンボジア,225,0,2020-07-27
スリランカ,2782,11,2020-07-27
アラブ首長国連邦,58913,344,2020-07-27
フィンランド,7393,329,2020-07-27
フィリピン,80448,1932,2020-07-27
インド,1435616,32771,2020-07-27
イタリア,246118,35107,2020-07-27
英国,301020,45837,2020-07-27
ロシア,811073,13249,2020-07-27
スウェーデン,78997,5697,2020-07-27
スペイン,272421,28432,2020-07-27
ベルギー,66026,9821,2020-07-27
エジプト,92062,4606,2020-07-27
イラン,291172,15700,2020-07-27
イスラエル,61956,470,2020-07-27
レバノン,3750,51,2020-07-27
クウェート,63773,433,2020-07-27
バーレーン,39131,140,2020-07-27
オマーン,76005,384,2020-07-27
アフガニスタン,36157,1259,2020-07-27
イラク,110032,4362,2020-07-27
アルジェリア,27357,1155,2020-07-27
オーストリア,20472,712,2020-07-27
スイス,34215,1699,2020-07-27
クロアチア,4857,136,2020-07-27
ブラジル,2419091,87004,2020-07-27
ジョージア,1131,16,2020-07-27
パキスタン,273113,5822,2020-07-27
北マケドニア,10086,460,2020-07-27
ギリシア,4193,202,2020-07-27
ノルウェー,9117,255,2020-07-27
ルーマニア,44798,2187,2020-07-27
デンマーク,13665,613,2020-07-27
エストニア,2034,69,2020-07-27
オランダ,53005,6159,2020-07-27
サンマリノ,699,42,2020-07-27
リトアニア,2008,80,2020-07-27
ナイジェリア,40532,858,2020-07-27
アイスランド,1847,10,2020-07-27
アゼルバイジャン,30050,417,2020-07-27
ベラルーシ,67132,534,2020-07-27
ニュージーランド,1556,22,2020-07-27
メキシコ,390516,43680,2020-07-27
カタール,109305,165,2020-07-27
ルクセンブルク,6272,112,2020-07-27
モナコ,116,4,2020-07-27
エクアドル,80694,5515,2020-07-27
アイルランド,25881,1764,2020-07-27
チェコ,15324,371,2020-07-27
アルメニア,37317,705,2020-07-27
ドミニカ共和国,62908,1063,2020-07-27
インドネシア,98778,4781,2020-07-27
アンドラ,897,52,2020-07-27
ポルトガル,50164,1717,2020-07-27
ラトビア,1219,31,2020-07-27
セネガル,9681,191,2020-07-27
サウジアラビア,266941,2733,2020-07-27
ヨルダン,1168,11,2020-07-27
アルゼンチン,162526,2939,2020-07-27
チリ,345790,9112,2020-07-27
ウクライナ,66261,1625,2020-07-27
モロッコ,20278,313,2020-07-27
チュニジア,1452,50,2020-07-27
ハンガリー,4435,596,2020-07-27
リヒテンシュタイン,86,1,2020-07-27
ポーランド,43065,1671,2020-07-27
スロベニア,2082,116,2020-07-27
パレスチナ,10469,76,2020-07-27
ボスニア・ヘルツェゴビナ,9767,280,2020-07-27
南アフリカ,445433,6769,2020-07-27
ブータン,95,0,2020-07-27
カメルーン,16708,385,2020-07-27
トーゴ,868,18,2020-07-27
セルビア,23730,534,2020-07-27
スロバキア,2179,28,2020-07-27
バチカン,12,0,2020-07-27
コロンビア,240795,8269,2020-07-27
ペルー,375961,17843,2020-07-27
コスタリカ,15229,104,2020-07-27
マルタ,700,9,2020-07-27
パラグアイ,4444,41,2020-07-27
バングラデシュ,223453,2928,2020-07-27
モルドバ,23034,735,2020-07-27
ブルガリア,10427,340,2020-07-27
モルディブ,3302,15,2020-07-27
ブルネイ,141,3,2020-07-27
キプロス,1057,19,2020-07-27
アルバニア,4763,138,2020-07-27
ブルキナファソ,1086,53,2020-07-27
モンゴル,288,0,2020-07-27
パナマ,60296,1294,2020-07-27
ボリビア,69429,2583,2020-07-27
ホンジュラス,39276,1116,2020-07-27
コンゴ民主共和国,8831,204,2020-07-27
ジャマイカ,842,10,2020-07-27
トルコ,226100,5613,2020-07-27
コートジボワール,15596,96,2020-07-27
ガイアナ,370,20,2020-07-27
キューバ,2495,87,2020-07-27
トリニダード・トバゴ,147,8,2020-07-27
スーダン,11385,717,2020-07-27
ギニア,7008,43,2020-07-27
エチオピア,13968,223,2020-07-27
ケニア,17603,280,2020-07-27
グアテマラ,45053,1734,2020-07-27
ベネズエラ,15463,142,2020-07-27
ガボン,6984,49,2020-07-27
ガーナ,32969,168,2020-07-27
アンティグア・バーブーダ,82,3,2020-07-27
カザフスタン,83122,585,2020-07-27
ウルグアイ,1192,34,2020-07-27
ナミビア,1775,8,2020-07-27
セーシェル,114,0,2020-07-27
セントルシア,24,0,2020-07-27
ルワンダ,1821,5,2020-07-27
エスワティニ,2207,32,2020-07-27
スリナム,1439,23,2020-07-27
モーリタニア,6171,156,2020-07-27
コソボ,6917,169,2020-07-27
コンゴ共和国,3038,51,2020-07-27
セントビンセント及びクレナディーン諸島,52,0,2020-07-27
中央アフリカ,4599,59,2020-07-27
ウズベキスタン,20531,116,2020-07-27
赤道ギニア,3071,51,2020-07-27
リベリア,1162,72,2020-07-27
タンザニア,509,21,2020-07-27
ソマリア,3178,93,2020-07-27
ベナン,1770,35,2020-07-27
バハマ,342,11,2020-07-27
モンテネグロ,2799,43,2020-07-27
バルバドス,110,7,2020-07-27
キルギス,32813,1277,2020-07-27
ザンビア,4481,139,2020-07-27
ジブチ,5050,58,2020-07-27
ガンビア,277,6,2020-07-27
モーリシャス,344,10,2020-07-27
フィジー,27,0,2020-07-27
エルサルバドル,14630,400,2020-07-27
チャド,915,75,2020-07-27
ニカラグア,3439,108,2020-07-27
マダガスカル,9295,85,2020-07-27
ハイチ,7315,157,2020-07-27
アンゴラ,932,40,2020-07-27
ニジェール,1136,69,2020-07-27
パプアニューギニア,62,0,2020-07-27
ジンバブエ,2512,34,2020-07-27
カーボベルデ,2307,22,2020-07-27
エリトリア,263,0,2020-07-27
東ティモール,24,0,2020-07-27
ウガンダ,1115,2,2020-07-27
シリア,650,38,2020-07-27
モザンビーク,1669,11,2020-07-27
グレナダ,23,0,2020-07-27
ベリーズ,48,2,2020-07-27
ミャンマー,350,6,2020-07-27
ドミニカ国,18,0,2020-07-27
ラオス,20,0,2020-07-27
ギニアビサウ,1954,26,2020-07-27
マリ,2510,123,2020-07-27
セントクリストファー・ネービス,17,0,2020-07-27
リビア,2669,60,2020-07-27
シエラレオネ,1783,66,2020-07-27
ブルンジ,361,1,2020-07-27
ボツワナ,686,1,2020-07-27
マラウイ,3640,99,2020-07-27
西サハラ,10,1,2020-07-27
南スーダン共和国,2262,45,2020-07-27
サントメ・プリンシペ,863,14,2020-07-27
イエメン共和国,1681,479,2020-07-27
タジキスタン共和国,7192,59,2020-07-27
コモロ連合,354,7,2020-07-27
レソト王国,505,12,2020-07-27
ダイヤモンド・プリンセス,712,13,2020-07-27
その他,9,2,2020-07-27
中国,83959,4634,2020-07-28
香港,2779,22,2020-07-28
マカオ,46,0,2020-07-28
日本,30961,998,2020-07-28
韓国,14203,300,2020-07-28
台湾,462,7,2020-07-28
シンガポール,50838,27,2020-07-28
ネパール,18752,48,2020-07-28
タイ,3297,58,2020-07-28
ベトナム,431,0,2020-07-28
マレーシア,8904,124,2020-07-28
豪州,15303,167,2020-07-28
米国,4290259,148011,2020-07-28
カナダ,116471,8945,2020-07-28
フランス,180612,30192,2020-07-28
ドイツ,207112,9125,2020-07-28
カンボジア,226,0,2020-07-28
スリランカ,2805,11,2020-07-28
アラブ首長国連邦,59177,345,2020-07-28
フィンランド,7398,329,2020-07-28
フィリピン,82040,1945,2020-07-28
インド,1480073,33408,2020-07-28
イタリア,246286,35112,2020-07-28
英国,301708,45844,2020-07-28
ロシア,816680,13334,2020-07-28
スウェーデン,79395,5700,2020-07-28
スペイン,272421,28432,2020-07-28
ベルギー,66428,9822,2020-07-28
エジプト,92482,4652,2020-07-28
イラン,293606,15912,2020-07-28
イスラエル,63985,474,2020-07-28
レバノン,3882,51,2020-07-28
クウェート,64379,438,2020-07-28
バーレーン,39482,141,2020-07-28
オマーン,77058,393,2020-07-28
アフガニスタン,36263,1269,2020-07-28
イラク,112585,4458,2020-07-28
アルジェリア,27973,1163,2020-07-28
オーストリア,20558,713,2020-07-28
スイス,34325,1700,2020-07-28
クロアチア,4881,139,2020-07-28
ブラジル,2442375,87618,2020-07-28
ジョージア,1137,16,2020-07-28
パキスタン,274289,5842,2020-07-28
北マケドニア,10213,466,2020-07-28
ギリシア,4227,202,2020-07-28
ノルウェー,9132,255,2020-07-28
ルーマニア,45902,2206,2020-07-28
デンマーク,13775,613,2020-07-28
エストニア,2034,69,2020-07-28
オランダ,53424,6160,2020-07-28
サンマリノ,699,42,2020-07-28
リトアニア,2019,80,2020-07-28
ナイジェリア,41180,860,2020-07-28
アイスランド,1854,10,2020-07-28
アゼルバイジャン,30446,423,2020-07-28
ベラルーシ,67251,538,2020-07-28
ニュージーランド,1557,22,2020-07-28
メキシコ,395489,44022,2020-07-28
カタール,109597,165,2020-07-28
ルクセンブルク,6321,112,2020-07-28
モナコ,116,4,2020-07-28
エクアドル,81161,5532,2020-07-28
アイルランド,25892,1764,2020-07-28
チェコ,15516,373,2020-07-28
アルメニア,37390,711,2020-07-28
ドミニカ共和国,64156,1083,2020-07-28
インドネシア,100303,4838,2020-07-28
アンドラ,907,52,2020-07-28
ポルトガル,50299,1719,2020-07-28
ラトビア,1219,31,2020-07-28
セネガル,9764,194,2020-07-28
サウジアラビア,268934,2760,2020-07-28
ヨルダン,1176,11,2020-07-28
アルゼンチン,167416,3059,2020-07-28
チリ,347923,9187,2020-07-28
ウクライナ,67096,1636,2020-07-28
モロッコ,20887,316,2020-07-28
チュニジア,1455,50,2020-07-28
ハンガリー,4448,596,2020-07-28
リヒテンシュタイン,86,1,2020-07-28
ポーランド,43402,1676,2020-07-28
スロベニア,2087,116,2020-07-28
パレスチナ,10621,78,2020-07-28
ボスニア・ヘルツェゴビナ,10498,294,2020-07-28
南アフリカ,452529,7067,2020-07-28
ブータン,99,0,2020-07-28
カメルーン,17110,391,2020-07-28
トーゴ,874,18,2020-07-28
セルビア,24141,543,2020-07-28
スロバキア,2181,28,2020-07-28
バチカン,12,0,2020-07-28
コロンビア,257101,8777,2020-07-28
ペルー,389717,18418,2020-07-28
コスタリカ,15841,115,2020-07-28
マルタ,701,9,2020-07-28
パラグアイ,4548,43,2020-07-28
バングラデシュ,226225,2965,2020-07-28
モルドバ,23154,748,2020-07-28
ブルガリア,10621,347,2020-07-28
モルディブ,3369,15,2020-07-28
ブルネイ,141,3,2020-07-28
キプロス,1060,19,2020-07-28
アルバニア,4880,144,2020-07-28
ブルキナファソ,1100,53,2020-07-28
モンゴル,289,0,2020-07-28
パナマ,61442,1322,2020-07-28
ボリビア,71181,2647,2020-07-28
ホンジュラス,39741,1166,2020-07-28
コンゴ民主共和国,8844,208,2020-07-28
ジャマイカ,853,10,2020-07-28
トルコ,227019,5630,2020-07-28
コートジボワール,15655,96,2020-07-28
ガイアナ,389,20,2020-07-28
キューバ,2532,87,2020-07-28
トリニダード・トバゴ,148,8,2020-07-28
スーダン,11424,720,2020-07-28
ギニア,7055,45,2020-07-28
エチオピア,14547,228,2020-07-28
ケニア,17975,285,2020-07-28
グアテマラ,45309,1761,2020-07-28
ベネズエラ,15988,146,2020-07-28
ガボン,7189,49,2020-07-28
ガーナ,33624,168,2020-07-28
アンティグア・バーブーダ,86,3,2020-07-28
カザフスタン,84648,585,2020-07-28
ウルグアイ,1202,35,2020-07-28
ナミビア,1843,8,2020-07-28
セーシェル,114,0,2020-07-28
セントルシア,24,0,2020-07-28
ルワンダ,1879,5,2020-07-28
エスワティニ,2316,34,2020-07-28
スリナム,1483,24,2020-07-28
モーリタニア,6208,156,2020-07-28
コソボ,7413,185,2020-07-28
コンゴ共和国,3200,54,2020-07-28
セントビンセント及びクレナディーン諸島,52,0,2020-07-28
中央アフリカ,4599,59,2020-07-28
ウズベキスタン,21209,121,2020-07-28
赤道ギニア,3071,51,2020-07-28
リベリア,1167,72,2020-07-28
タンザニア,509,21,2020-07-28
ソマリア,3196,93,2020-07-28
ベナン,1770,35,2020-07-28
バハマ,382,11,2020-07-28
モンテネグロ,2893,45,2020-07-28
バルバドス,110,7,2020-07-28
キルギス,33296,1301,2020-07-28
ザンビア,4552,140,2020-07-28
ジブチ,5059,58,2020-07-28
ガンビア,326,8,2020-07-28
モーリシャス,344,10,2020-07-28
フィジー,27,0,2020-07-28
エルサルバドル,15035,408,2020-07-28
チャド,922,75,2020-07-28
ニカラグア,3439,108,2020-07-28
マダガスカル,9690,91,2020-07-28
ハイチ,7340,158,2020-07-28
アンゴラ,950,41,2020-07-28
ニジェール,1132,69,2020-07-28
パプアニューギニア,62,0,2020-07-28
ジンバブエ,2704,36,2020-07-28
カーボベルデ,2328,22,2020-07-28
エリトリア,265,0,2020-07-28
東ティモール,24,0,2020-07-28
ウガンダ,1128,2,2020-07-28
シリア,674,40,2020-07-28
モザンビーク,1701,11,2020-07-28
グレナダ,23,0,2020-07-28
ベリーズ,48,2,2020-07-28
ミャンマー,350,6,2020-07-28
ドミニカ国,18,0,2020-07-28
ラオス,20,0,2020-07-28
ギニアビサウ,1954,26,2020-07-28
マリ,2513,124,2020-07-28
セントクリストファー・ネービス,17,0,2020-07-28
リビア,2827,64,2020-07-28
シエラレオネ,1783,66,2020-07-28
ブルンジ,378,1,2020-07-28
ボツワナ,739,2,2020-07-28
マラウイ,3664,99,2020-07-28
西サハラ,10,1,2020-07-28
南スーダン共和国,2305,46,2020-07-28
サントメ・プリンシペ,865,14,2020-07-28
イエメン共和国,1691,483,2020-07-28
タジキスタン共和国,7235,60,2020-07-28
コモロ連合,354,7,2020-07-28
レソト王国,505,12,2020-07-28
ダイヤモンド・プリンセス,712,13,2020-07-28
その他,9,2,2020-07-28
中国,84060,4634,2020-07-29
香港,2885,23,2020-07-29
マカオ,46,0,2020-07-29
日本,31901,1001,2020-07-29
韓国,14251,300,2020-07-29
台湾,467,7,2020-07-29
シンガポール,51197,27,2020-07-29
ネパール,19063,49,2020-07-29
タイ,3297,58,2020-07-29
ベトナム,446,0,2020-07-29
マレーシア,8943,124,2020-07-29
豪州,15582,176,2020-07-29
米国,4351997,149256,2020-07-29
カナダ,116871,8957,2020-07-29
フランス,183163,30209,2020-07-29
ドイツ,207707,9131,2020-07-29
カンボジア,226,0,2020-07-29
スリランカ,2810,11,2020-07-29
アラブ首長国連邦,59546,347,2020-07-29
フィンランド,7404,329,2020-07-29
フィリピン,83673,1947,2020-07-29
インド,1483156,33425,2020-07-29
イタリア,246488,35123,2020-07-29
英国,302295,45963,2020-07-29
ロシア,822060,13483,2020-07-29
スウェーデン,79494,5702,2020-07-29
スペイン,280610,28436,2020-07-29
ベルギー,66662,9833,2020-07-29
エジプト,92947,4691,2020-07-29
イラン,296273,16147,2020-07-29
イスラエル,66293,486,2020-07-29
レバノン,4023,54,2020-07-29
クウェート,65149,442,2020-07-29
バーレーン,39921,141,2020-07-29
オマーン,77904,402,2020-07-29
アフガニスタン,36368,1270,2020-07-29
イラク,115332,4535,2020-07-29
アルジェリア,28615,1174,2020-07-29
オーストリア,20677,713,2020-07-29
スイス,34390,1700,2020-07-29
クロアチア,4923,140,2020-07-29
ブラジル,2483191,88539,2020-07-29
ジョージア,1145,16,2020-07-29
パキスタン,275225,5865,2020-07-29
北マケドニア,10315,471,2020-07-29
ギリシア,4279,203,2020-07-29
ノルウェー,9150,255,2020-07-29
ルーマニア,47053,2239,2020-07-29
デンマーク,13811,613,2020-07-29
エストニア,2038,69,2020-07-29
